,Protein.AF,FAME.Lipids.AF,Carbohydrates.AF,ExperimentID,StrainID,SourceID,BatchID,Duration.days,PondID,DateTime,TreatmentID,time.between.harvests.days,Harvest.,Harvest.Vol..L.,AFDW..g.L.,AFDW..g.,Depth.cm,Evaporation.Rate.cm.day,pH,Salinity,Temp.C,NO3.mg.L,NO3.PCT.RSD,P.mg.L,P.PCT.RSD,N.P.ratio,Tracking.ID,DW.g.L,DW.RSD,AFDW.g.L,AFDW.RSD,Ash,OD750,OD750.PCT.RSD,NO3.demand.g.N.g.AFDW,NH4.demand.g.N.g.AFDW,P.demand.g.P.g.AFDW,SiteID2,Temp.avg (C),Temp.max (C),Temp.min (C),Cond (mS.cm),DO (mg.L),DO (%sat),Sal (g.L),PAR (umol.m2.s)
16574,38.86,12.9,12.77,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,P1,2014-10-06,"1x, 0.11",7.0,2.0,768.75,0.236666667,181.9375,24.6,,7.89,44.1,12.0,48.67,6.28,4.05,0.06,26.59,891.0,0.26,10.18,0.24,1.22,8.44,0.59,0.26,0.789,,0.09300000000000001,GT,27.4,31.2,24.9,50788.46,7.99,123.54,33.25,
16575,38.86,12.9,12.77,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,P1,2014-10-06,"1x, 0.11",7.0,2.0,768.75,0.236666667,181.9375,24.6,,7.89,44.1,12.0,48.67,6.28,4.05,0.06,26.59,891.0,0.26,10.18,0.24,1.22,8.44,0.59,0.26,0.789,,0.09300000000000001,GT,28.62,33.83,24.73,58549.01,7.64,124.13,38.99,
16576,38.86,12.9,12.77,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,P1,2014-10-06,"1x, 0.11",7.0,2.0,768.75,0.236666667,181.9375,24.6,,7.89,44.1,12.0,48.67,6.28,4.05,0.06,26.59,891.0,0.26,10.18,0.24,1.22,8.44,0.59,0.26,0.789,,0.09300000000000001,GT,27.34,31.79,24.54,56734.75,7.14,112.33,37.68,
16577,38.86,12.9,12.77,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,P1,2014-10-06,"1x, 0.11",7.0,2.0,768.75,0.236666667,181.9375,24.6,,7.89,44.1,12.0,48.67,6.28,4.05,0.06,26.59,891.0,0.26,10.18,0.24,1.22,8.44,0.59,0.26,0.789,,0.09300000000000001,GT,24.05,29.12,19.81,54799.96,8.6,127.46,36.3,
16578,38.86,12.9,12.77,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,P1,2014-10-06,"1x, 0.11",7.0,2.0,768.75,0.236666667,181.9375,24.6,,7.89,44.1,12.0,48.67,6.28,4.05,0.06,26.59,891.0,0.26,10.18,0.24,1.22,8.44,0.59,0.26,0.789,,0.09300000000000001,GT,23.92,28.75,20.52,54894.23,8.73,129.31,36.37,
16579,38.86,12.9,12.77,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,P1,2014-10-06,"1x, 0.11",7.0,2.0,768.75,0.236666667,181.9375,24.6,,7.89,44.1,12.0,48.67,6.28,4.05,0.06,26.59,891.0,0.26,10.18,0.24,1.22,8.44,0.59,0.26,0.789,,0.09300000000000001,GT,26.26,30.4,23.38,54212.21,7.66,116.99,35.45,
16580,38.86,12.9,12.77,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,P1,2014-10-06,"1x, 0.11",7.0,2.0,768.75,0.236666667,181.9375,24.6,,7.89,44.1,12.0,48.67,6.28,4.05,0.06,26.59,891.0,0.26,10.18,0.24,1.22,8.44,0.59,0.26,0.789,,0.09300000000000001,GT,20.16,25.3,16.6,64510.06,9.17,132.42,43.7,
16581,38.86,12.9,12.77,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,P1,2014-10-06,"1x, 0.11",7.0,2.0,768.75,0.236666667,181.9375,24.6,,7.89,44.1,12.0,48.67,6.28,4.05,0.06,26.59,891.0,0.26,10.18,0.24,1.22,8.44,0.59,0.26,0.789,,0.09300000000000001,GT,20.35,26.8,15.7,54331.46,8.09,111.54,35.97,
16582,38.86,12.9,12.77,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,P1,2014-10-06,"1x, 0.11",7.0,2.0,768.75,0.236666667,181.9375,24.6,,7.89,44.1,12.0,48.67,6.28,4.05,0.06,26.59,891.0,0.26,10.18,0.24,1.22,8.44,0.59,0.26,0.789,,0.09300000000000001,GT,16.1,16.1,16.1,42144.69,9.58,115.0,27.1,700.0
16583,38.86,12.9,12.77,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,P1,2014-10-06,"1x, 0.11",7.0,2.0,768.75,0.236666667,181.9375,24.6,,7.89,44.1,12.0,48.67,6.28,4.05,0.06,26.59,891.0,0.26,10.18,0.24,1.22,8.44,0.59,0.26,0.789,,0.09300000000000001,GT,26.8,30.5,23.4,46824.57,8.32,124.45,30.38,458.75
16584,38.86,12.9,12.77,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,P1,2014-10-06,"1x, 0.11",7.0,2.0,768.75,0.236666667,181.9375,24.6,,7.89,44.1,12.0,48.67,6.28,4.05,0.06,26.59,891.0,0.26,10.18,0.24,1.22,8.44,0.59,0.26,0.789,,0.09300000000000001,GT,27.1,31.8,22.9,43529.77,7.72,114.95,27.98,523.53
16585,38.86,12.9,12.77,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,P1,2014-10-06,"1x, 0.11",7.0,2.0,768.75,0.236666667,181.9375,24.6,,7.89,44.1,12.0,48.67,6.28,4.05,0.06,26.59,891.0,0.26,10.18,0.24,1.22,8.44,0.59,0.26,0.789,,0.09300000000000001,GT,26.42,30.3,24.3,54296.69,6.36,97.53,35.92,290.41
16586,38.86,12.9,12.77,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,P1,2014-10-06,"1x, 0.11",7.0,2.0,768.75,0.236666667,181.9375,24.6,,7.89,44.1,12.0,48.67,6.28,4.05,0.06,26.59,891.0,0.26,10.18,0.24,1.22,8.44,0.59,0.26,0.789,,0.09300000000000001,GT,25.49,29.0,23.3,53817.59,4.32,65.0,35.55,469.79
16587,38.86,12.9,12.77,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,P1,2014-10-06,"1x, 0.11",7.0,2.0,768.75,0.236666667,181.9375,24.6,,7.89,44.1,12.0,48.67,6.28,4.05,0.06,26.59,891.0,0.26,10.18,0.24,1.22,8.44,0.59,0.26,0.789,,0.09300000000000001,GT,24.58,27.9,21.4,30059.14,6.23,86.85,19.81,670.96
16588,38.86,12.9,12.77,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,P1,2014-10-06,"1x, 0.11",7.0,2.0,768.75,0.236666667,181.9375,24.6,,7.89,44.1,12.0,48.67,6.28,4.05,0.06,26.59,891.0,0.26,10.18,0.24,1.22,8.44,0.59,0.26,0.789,,0.09300000000000001,GT,22.9,27.9,19.7,51841.75,8.19,117.42,34.12,786.46
16589,38.86,12.9,12.77,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,P1,2014-10-06,"1x, 0.11",7.0,2.0,768.75,0.236666667,181.9375,24.6,,7.89,44.1,12.0,48.67,6.28,4.05,0.06,26.59,891.0,0.26,10.18,0.24,1.22,8.44,0.59,0.26,0.789,,0.09300000000000001,GT,23.0,28.6,18.2,51705.75,6.72,96.52,34.01,803.67
16590,38.86,12.9,12.77,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,P1,2014-10-06,"1x, 0.11",7.0,2.0,768.75,0.236666667,181.9375,24.6,,7.89,44.1,12.0,48.67,6.28,4.05,0.06,26.59,891.0,0.26,10.18,0.24,1.22,8.44,0.59,0.26,0.789,,0.09300000000000001,GT,23.93,29.7,18.4,52664.02,7.46,109.0,34.7,857.45
16591,38.86,12.9,12.77,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,P1,2014-10-06,"1x, 0.11",7.0,2.0,768.75,0.236666667,181.9375,24.6,,7.89,44.1,12.0,48.67,6.28,4.05,0.06,26.59,891.0,0.26,10.18,0.24,1.22,8.44,0.59,0.26,0.789,,0.09300000000000001,GT,22.65,23.8,21.8,53564.18,6.58,93.63,35.41,303.76
16592,38.86,12.9,12.77,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,P1,2014-10-06,"1x, 0.11",7.0,2.0,768.75,0.236666667,181.9375,24.6,,7.89,44.1,12.0,48.67,6.28,4.05,0.06,26.59,891.0,0.26,10.18,0.24,1.22,8.44,0.59,0.26,0.789,,0.09300000000000001,GT,27.88,33.5,23.8,52381.62,6.36,99.76,34.41,649.77
16593,38.86,12.9,12.77,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,P1,2014-10-06,"1x, 0.11",7.0,2.0,768.75,0.236666667,181.9375,24.6,,7.89,44.1,12.0,48.67,6.28,4.05,0.06,26.59,891.0,0.26,10.18,0.24,1.22,8.44,0.59,0.26,0.789,,0.09300000000000001,GT,27.49,32.4,23.7,54347.99,7.14,112.26,35.88,624.24
16594,38.86,12.9,12.77,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,P1,2014-10-06,"1x, 0.11",7.0,2.0,768.75,0.236666667,181.9375,24.6,,7.89,44.1,12.0,48.67,6.28,4.05,0.06,26.59,891.0,0.26,10.18,0.24,1.22,8.44,0.59,0.26,0.789,,0.09300000000000001,GT,25.21,30.26,21.39,45625.32,7.69,110.77,29.56,
16595,38.86,12.9,12.77,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,P1,2014-10-06,"1x, 0.11",7.0,2.0,768.75,0.236666667,181.9375,24.6,,7.89,44.1,12.0,48.67,6.28,4.05,0.06,26.59,891.0,0.26,10.18,0.24,1.22,8.44,0.59,0.26,0.789,,0.09300000000000001,GT,23.7,27.03,20.98,51328.51,7.44,107.08,33.74,
16596,38.86,12.9,12.77,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,P1,2014-10-06,"1x, 0.11",7.0,2.0,768.75,0.236666667,181.9375,24.6,,7.89,44.1,12.0,48.67,6.28,4.05,0.06,26.59,891.0,0.26,10.18,0.24,1.22,8.44,0.59,0.26,0.789,,0.09300000000000001,GT,23.93,28.15,21.21,54177.13,7.92,116.14,35.84,
16597,38.86,12.9,12.77,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,P1,2014-10-06,"1x, 0.11",7.0,2.0,768.75,0.236666667,181.9375,24.6,,7.89,44.1,12.0,48.67,6.28,4.05,0.06,26.59,891.0,0.26,10.18,0.24,1.22,8.44,0.59,0.26,0.789,,0.09300000000000001,GT,23.76,26.82,21.19,55327.87,7.79,114.14,36.71,
16598,38.86,12.9,12.77,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,P1,2014-10-06,"1x, 0.11",7.0,2.0,768.75,0.236666667,181.9375,24.6,,7.89,44.1,12.0,48.67,6.28,4.05,0.06,26.59,891.0,0.26,10.18,0.24,1.22,8.44,0.59,0.26,0.789,,0.09300000000000001,GT,22.58,23.44,21.92,55525.51,6.69,95.72,36.88,
16599,38.86,12.9,12.77,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,P1,2014-10-06,"1x, 0.11",7.0,2.0,768.75,0.236666667,181.9375,24.6,,7.89,44.1,12.0,48.67,6.28,4.05,0.06,26.59,891.0,0.26,10.18,0.24,1.22,8.44,0.59,0.26,0.789,,0.09300000000000001,GT,23.71,28.03,21.11,54795.21,6.7,97.74,36.31,
16600,38.86,12.9,12.77,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,P1,2014-10-06,"1x, 0.11",7.0,2.0,768.75,0.236666667,181.9375,24.6,,7.89,44.1,12.0,48.67,6.28,4.05,0.06,26.59,891.0,0.26,10.18,0.24,1.22,8.44,0.59,0.26,0.789,,0.09300000000000001,GT,22.74,26.88,19.43,53417.53,7.0,99.85,35.3,
16601,38.86,12.9,12.77,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,P1,2014-10-06,"1x, 0.11",7.0,2.0,768.75,0.236666667,181.9375,24.6,,7.89,44.1,12.0,48.67,6.28,4.05,0.06,26.59,891.0,0.26,10.18,0.24,1.22,8.44,0.59,0.26,0.789,,0.09300000000000001,GT,9.12,12.6,5.9,45828.55,5.23,54.95,29.47,366.43
16602,38.86,12.9,12.77,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,P1,2014-10-06,"1x, 0.11",7.0,2.0,768.75,0.236666667,181.9375,24.6,,7.89,44.1,12.0,48.67,6.28,4.05,0.06,26.59,891.0,0.26,10.18,0.24,1.22,8.44,0.59,0.26,0.789,,0.09300000000000001,GT,2.1,5.5,-0.1,39306.0,7.42,65.44,29.85,389.61
16683,24.15,6.8,9.41,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,P5,2014-10-06,"3x, 0.214",3.0,4.0,512.5,0.14,71.75,24.6,0.14,7.87,42.4,11.9,69.0,6.32,3.69,0.09,41.37,895.0,0.15,6.93,0.14,7.36,5.74,0.35,1.46,0.387,,0.08,GT,15.57,22.2,9.1,49099.25,9.2,113.63,32.07,
16684,24.15,6.8,9.41,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,P5,2014-10-06,"3x, 0.214",3.0,4.0,512.5,0.14,71.75,24.6,0.14,7.87,42.4,11.9,69.0,6.32,3.69,0.09,41.37,895.0,0.15,6.93,0.14,7.36,5.74,0.35,1.46,0.387,,0.08,GT,21.31,27.8,14.9,54974.23,8.59,121.44,36.44,
16685,24.15,6.8,9.41,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,P5,2014-10-06,"3x, 0.214",3.0,4.0,512.5,0.14,71.75,24.6,0.14,7.87,42.4,11.9,69.0,6.32,3.69,0.09,41.37,895.0,0.15,6.93,0.14,7.36,5.74,0.35,1.46,0.387,,0.08,GT,15.42,21.8,9.3,54785.06,8.56,108.27,36.23,
16686,24.15,6.8,9.41,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,P5,2014-10-06,"3x, 0.214",3.0,4.0,512.5,0.14,71.75,24.6,0.14,7.87,42.4,11.9,69.0,6.32,3.69,0.09,41.37,895.0,0.15,6.93,0.14,7.36,5.74,0.35,1.46,0.387,,0.08,GT,17.58,24.8,11.1,54374.16,7.97,105.57,35.96,
16687,24.15,6.8,9.41,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,P5,2014-10-06,"3x, 0.214",3.0,4.0,512.5,0.14,71.75,24.6,0.14,7.87,42.4,11.9,69.0,6.32,3.69,0.09,41.37,895.0,0.15,6.93,0.14,7.36,5.74,0.35,1.46,0.387,,0.08,GT,29.65,35.7,24.3,54300.26,7.61,124.48,35.76,
16688,24.15,6.8,9.41,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,P5,2014-10-06,"3x, 0.214",3.0,4.0,512.5,0.14,71.75,24.6,0.14,7.87,42.4,11.9,69.0,6.32,3.69,0.09,41.37,895.0,0.15,6.93,0.14,7.36,5.74,0.35,1.46,0.387,,0.08,GT,9.22,14.7,4.0,52029.73,9.44,102.21,33.88,
16689,24.15,6.8,9.41,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,P5,2014-10-06,"3x, 0.214",3.0,4.0,512.5,0.14,71.75,24.6,0.14,7.87,42.4,11.9,69.0,6.32,3.69,0.09,41.37,895.0,0.15,6.93,0.14,7.36,5.74,0.35,1.46,0.387,,0.08,GT,12.23,14.2,10.7,52906.84,8.99,104.77,34.79,
16690,24.15,6.8,9.41,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,P5,2014-10-06,"3x, 0.214",3.0,4.0,512.5,0.14,71.75,24.6,0.14,7.87,42.4,11.9,69.0,6.32,3.69,0.09,41.37,895.0,0.15,6.93,0.14,7.36,5.74,0.35,1.46,0.387,,0.08,GT,11.75,13.8,9.4,53331.3,9.17,105.82,35.07,
16691,24.15,6.8,9.41,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,P5,2014-10-06,"3x, 0.214",3.0,4.0,512.5,0.14,71.75,24.6,0.14,7.87,42.4,11.9,69.0,6.32,3.69,0.09,41.37,895.0,0.15,6.93,0.14,7.36,5.74,0.35,1.46,0.387,,0.08,GT,12.16,16.9,7.4,51634.54,9.34,107.99,33.81,
16692,24.15,6.8,9.41,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,P5,2014-10-06,"3x, 0.214",3.0,4.0,512.5,0.14,71.75,24.6,0.14,7.87,42.4,11.9,69.0,6.32,3.69,0.09,41.37,895.0,0.15,6.93,0.14,7.36,5.74,0.35,1.46,0.387,,0.08,GT,14.17,30.4,9.5,48830.95,8.76,105.01,31.98,
16693,24.15,6.8,9.41,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,P5,2014-10-06,"3x, 0.214",3.0,4.0,512.5,0.14,71.75,24.6,0.14,7.87,42.4,11.9,69.0,6.32,3.69,0.09,41.37,895.0,0.15,6.93,0.14,7.36,5.74,0.35,1.46,0.387,,0.08,GT,10.18,14.8,5.4,50961.1,9.87,108.77,33.2,
16694,24.15,6.8,9.41,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,P5,2014-10-06,"3x, 0.214",3.0,4.0,512.5,0.14,71.75,24.6,0.14,7.87,42.4,11.9,69.0,6.32,3.69,0.09,41.37,895.0,0.15,6.93,0.14,7.36,5.74,0.35,1.46,0.387,,0.08,GT,27.7,32.28,24.85,53287.97,6.87,106.8,35.09,
16695,24.15,6.8,9.41,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,P5,2014-10-06,"3x, 0.214",3.0,4.0,512.5,0.14,71.75,24.6,0.14,7.87,42.4,11.9,69.0,6.32,3.69,0.09,41.37,895.0,0.15,6.93,0.14,7.36,5.74,0.35,1.46,0.387,,0.08,GT,27.74,33.69,23.6,53981.75,7.81,122.74,35.6,
16696,24.15,6.8,9.41,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,P5,2014-10-06,"3x, 0.214",3.0,4.0,512.5,0.14,71.75,24.6,0.14,7.87,42.4,11.9,69.0,6.32,3.69,0.09,41.37,895.0,0.15,6.93,0.14,7.36,5.74,0.35,1.46,0.387,,0.08,GT,27.8,34.24,22.59,55323.29,7.66,121.33,36.59,
16697,24.15,6.8,9.41,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,P5,2014-10-06,"3x, 0.214",3.0,4.0,512.5,0.14,71.75,24.6,0.14,7.87,42.4,11.9,69.0,6.32,3.69,0.09,41.37,895.0,0.15,6.93,0.14,7.36,5.74,0.35,1.46,0.387,,0.08,GT,24.25,29.2,20.11,55725.61,7.63,113.34,36.99,
16698,24.15,6.8,9.41,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,P5,2014-10-06,"3x, 0.214",3.0,4.0,512.5,0.14,71.75,24.6,0.14,7.87,42.4,11.9,69.0,6.32,3.69,0.09,41.37,895.0,0.15,6.93,0.14,7.36,5.74,0.35,1.46,0.387,,0.08,GT,24.52,30.39,20.63,57644.95,7.9,119.67,38.42,
16699,24.15,6.8,9.41,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,P5,2014-10-06,"3x, 0.214",3.0,4.0,512.5,0.14,71.75,24.6,0.14,7.87,42.4,11.9,69.0,6.32,3.69,0.09,41.37,895.0,0.15,6.93,0.14,7.36,5.74,0.35,1.46,0.387,,0.08,GT,24.98,30.94,20.97,54532.65,8.19,123.5,36.08,
16700,24.15,6.8,9.41,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,P5,2014-10-06,"3x, 0.214",3.0,4.0,512.5,0.14,71.75,24.6,0.14,7.87,42.4,11.9,69.0,6.32,3.69,0.09,41.37,895.0,0.15,6.93,0.14,7.36,5.74,0.35,1.46,0.387,,0.08,GT,27.26,32.89,23.26,56270.0,8.35,131.68,37.32,
16701,24.15,6.8,9.41,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,P5,2014-10-06,"3x, 0.214",3.0,4.0,512.5,0.14,71.75,24.6,0.14,7.87,42.4,11.9,69.0,6.32,3.69,0.09,41.37,895.0,0.15,6.93,0.14,7.36,5.74,0.35,1.46,0.387,,0.08,GT,27.44,33.9,22.4,55718.08,7.96,125.87,36.9,
16702,24.15,6.8,9.41,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,P5,2014-10-06,"3x, 0.214",3.0,4.0,512.5,0.14,71.75,24.6,0.14,7.87,42.4,11.9,69.0,6.32,3.69,0.09,41.37,895.0,0.15,6.93,0.14,7.36,5.74,0.35,1.46,0.387,,0.08,GT,26.15,32.45,22.3,31308.17,7.22,102.87,20.52,
16703,24.15,6.8,9.41,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,P5,2014-10-06,"3x, 0.214",3.0,4.0,512.5,0.14,71.75,24.6,0.14,7.87,42.4,11.9,69.0,6.32,3.69,0.09,41.37,895.0,0.15,6.93,0.14,7.36,5.74,0.35,1.46,0.387,,0.08,GT,24.52,28.6,21.06,58657.48,9.62,146.25,39.19,
16704,24.15,6.8,9.41,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,P5,2014-10-06,"3x, 0.214",3.0,4.0,512.5,0.14,71.75,24.6,0.14,7.87,42.4,11.9,69.0,6.32,3.69,0.09,41.37,895.0,0.15,6.93,0.14,7.36,5.74,0.35,1.46,0.387,,0.08,GT,27.03,33.4,22.67,55763.36,9.47,149.16,36.94,
16705,24.15,6.8,9.41,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,P5,2014-10-06,"3x, 0.214",3.0,4.0,512.5,0.14,71.75,24.6,0.14,7.87,42.4,11.9,69.0,6.32,3.69,0.09,41.37,895.0,0.15,6.93,0.14,7.36,5.74,0.35,1.46,0.387,,0.08,GT,26.62,32.79,21.65,52389.78,6.3,97.3,34.44,
16706,24.15,6.8,9.41,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,P5,2014-10-06,"3x, 0.214",3.0,4.0,512.5,0.14,71.75,24.6,0.14,7.87,42.4,11.9,69.0,6.32,3.69,0.09,41.37,895.0,0.15,6.93,0.14,7.36,5.74,0.35,1.46,0.387,,0.08,GT,25.93,32.62,20.68,56509.66,8.85,136.9,37.53,
16707,24.15,6.8,9.41,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,P5,2014-10-06,"3x, 0.214",3.0,4.0,512.5,0.14,71.75,24.6,0.14,7.87,42.4,11.9,69.0,6.32,3.69,0.09,41.37,895.0,0.15,6.93,0.14,7.36,5.74,0.35,1.46,0.387,,0.08,GT,27.81,33.54,22.23,55200.59,8.34,132.45,36.5,
16708,24.15,6.8,9.41,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,P5,2014-10-06,"3x, 0.214",3.0,4.0,512.5,0.14,71.75,24.6,0.14,7.87,42.4,11.9,69.0,6.32,3.69,0.09,41.37,895.0,0.15,6.93,0.14,7.36,5.74,0.35,1.46,0.387,,0.08,GT,27.51,33.79,22.21,56621.18,8.23,130.72,37.58,
16709,24.15,6.8,9.41,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,P5,2014-10-06,"3x, 0.214",3.0,4.0,512.5,0.14,71.75,24.6,0.14,7.87,42.4,11.9,69.0,6.32,3.69,0.09,41.37,895.0,0.15,6.93,0.14,7.36,5.74,0.35,1.46,0.387,,0.08,GT,22.61,26.61,20.53,52538.47,8.41,119.83,34.65,
16710,24.15,6.8,9.41,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,P5,2014-10-06,"3x, 0.214",3.0,4.0,512.5,0.14,71.75,24.6,0.14,7.87,42.4,11.9,69.0,6.32,3.69,0.09,41.37,895.0,0.15,6.93,0.14,7.36,5.74,0.35,1.46,0.387,,0.08,GT,22.99,28.22,18.43,53696.65,7.69,111.13,35.49,
16711,24.15,6.8,9.41,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,P5,2014-10-06,"3x, 0.214",3.0,4.0,512.5,0.14,71.75,24.6,0.14,7.87,42.4,11.9,69.0,6.32,3.69,0.09,41.37,895.0,0.15,6.93,0.14,7.36,5.74,0.35,1.46,0.387,,0.08,GT,14.12,20.6,7.8,41.87,9.56,112.54,27.08,
16712,24.15,6.8,9.41,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,P5,2014-10-06,"3x, 0.214",3.0,4.0,512.5,0.14,71.75,24.6,0.14,7.87,42.4,11.9,69.0,6.32,3.69,0.09,41.37,895.0,0.15,6.93,0.14,7.36,5.74,0.35,1.46,0.387,,0.08,GT,18.45,24.4,12.1,51.42,8.66,114.59,33.91,
16713,24.15,6.8,9.41,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,P5,2014-10-06,"3x, 0.214",3.0,4.0,512.5,0.14,71.75,24.6,0.14,7.87,42.4,11.9,69.0,6.32,3.69,0.09,41.37,895.0,0.15,6.93,0.14,7.36,5.74,0.35,1.46,0.387,,0.08,GT,10.39,16.3,5.2,53851.51,9.26,104.39,35.43,
16714,24.15,6.8,9.41,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,P5,2014-10-06,"3x, 0.214",3.0,4.0,512.5,0.14,71.75,24.6,0.14,7.87,42.4,11.9,69.0,6.32,3.69,0.09,41.37,895.0,0.15,6.93,0.14,7.36,5.74,0.35,1.46,0.387,,0.08,GT,16.59,18.8,13.6,38756.38,0.0,0.0,24.72,
16715,24.15,6.8,9.41,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,P5,2014-10-06,"3x, 0.214",3.0,4.0,512.5,0.14,71.75,24.6,0.14,7.87,42.4,11.9,69.0,6.32,3.69,0.09,41.37,895.0,0.15,6.93,0.14,7.36,5.74,0.35,1.46,0.387,,0.08,GT,13.33,17.6,9.1,47852.66,0.0,0.0,31.12,
16716,24.15,6.8,9.41,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,P5,2014-10-06,"3x, 0.214",3.0,4.0,512.5,0.14,71.75,24.6,0.14,7.87,42.4,11.9,69.0,6.32,3.69,0.09,41.37,895.0,0.15,6.93,0.14,7.36,5.74,0.35,1.46,0.387,,0.08,GT,28.82,34.4,23.9,48195.55,5.98,92.71,31.3,
16717,24.15,6.8,9.41,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,P5,2014-10-06,"3x, 0.214",3.0,4.0,512.5,0.14,71.75,24.6,0.14,7.87,42.4,11.9,69.0,6.32,3.69,0.09,41.37,895.0,0.15,6.93,0.14,7.36,5.74,0.35,1.46,0.387,,0.08,GT,,,,29249.62,6.97,68.7,18.03,
